date,BTC-USD,SPY
2026-07-30,64725.3086,739.8528
2026-07-31,62813.7461,745.1796
2026-08-01,62763.3203,
2026-08-02,63482.0,
2026-08-03,63460.8984,755.7932
2026-08-04,64055.9531,769.4194
2026-08-05,64597.5,767.8832
2026-08-06,64262.1133,766.6562
2026-08-07,64880.1914,771.3446
2026-08-08,64904.6875,
2026-08-09,64844.8867,
2026-08-10,63910.5859,771.1152
2026-08-11,63551.875,768.6513
2026-08-12,63402.4336,770.5765
2026-08-13,63402.1719,775.9532
2026-08-14,62975.5938,774.417
2026-08-15,63024.3203,
2026-08-16,62818.6523,
2026-08-17,64506.2539,770.756
2026-08-18,64680.7109,765.549
2026-08-19,69266.1875,767.155
2026-08-20,73032.7578,760.711
2026-08-21,78335.1875,763.8232
2026-08-22,77083.4141,
2026-08-23,77755.2656,
2026-08-24,78964.4844,761.5788
2026-08-25,78564.9766,764.0128
2026-08-26,79027.4219,764.1824
2026-08-27,80257.5391,769.1899
2026-08-28,77830.2891,767.4443
2026-08-29,78245.8125,
2026-08-30,77667.5703,
2026-08-31,78548.6328,765.15
2026-09-01,77403.625,759.8931
2026-09-02,77300.4766,763.2646
2026-09-03,81271.7422,771.2548
2026-09-04,79671.9688,768.2822
2026-09-05,79823.8672,
2026-09-06,80350.0469,
2026-09-07,79115.8516,
2026-09-08,78438.5781,764.0627
2026-09-09,78259.5234,760.5115
2026-09-10,76568.125,755.9528
2026-09-11,77173.7969,762.3968
2026-09-12,77270.4688,
2026-09-13,76838.1562,
2026-09-14,78163.3828,758.9952
2026-09-15,75612.5078,755.5139
2026-09-16,76150.3203,752.1822
2026-09-17,76403.7734,760.711
2026-09-18,80901.4609,761.69
